Date;SP500
21.05.07;1514.14
22.05.07;1512.75
23.05.07;1522.75
24.05.07;1525.10
25.05.07;1524.12
28.05.07;1524.12
29.05.07;1522.28
30.05.07;1507.51
31.05.07;1515.73
01.06.07;1518.11
04.06.07;1530.23
05.06.07;1530.62
06.06.07;1536.34
07.06.07;1539.18
08.06.07;1530.95
11.06.07;1517.38
12.06.07;1490.72
13.06.07;1507.67
14.06.07;1509.12
15.06.07;1493.00
18.06.07;1515.67
19.06.07;1522.97
20.06.07;1532.91
21.06.07;1531.05
22.06.07;1533.70
25.06.07;1512.84
26.06.07;1522.19
27.06.07;1502.56
28.06.07;1497.74
29.06.07;1492.89
02.07.07;1506.34
03.07.07;1505.71
04.07.07;1505.71
05.07.07;1503.35
06.07.07;1519.43
09.07.07;1524.87
10.07.07;1525.40
11.07.07;1530.44
12.07.07;1531.85
13.07.07;1510.12
16.07.07;1518.76
17.07.07;1547.70
18.07.07;1552.50
19.07.07;1549.52
20.07.07;1549.37
23.07.07;1546.17
24.07.07;1553.08
25.07.07;1534.10
26.07.07;1541.57
27.07.07;1511.04
30.07.07;1518.09
31.07.07;1482.66
01.08.07;1458.95
02.08.07;1473.91
03.08.07;1455.27
06.08.07;1465.81
07.08.07;1472.20
08.08.07;1433.06
09.08.07;1467.67
10.08.07;1476.71
13.08.07;1497.49
14.08.07;1453.09
15.08.07;1453.64
16.08.07;1452.92
17.08.07;1426.54
20.08.07;1406.70
21.08.07;1411.27
22.08.07;1445.94
23.08.07;1445.55
24.08.07;1447.12
27.08.07;1464.07
28.08.07;1462.50
29.08.07;1479.37
30.08.07;1466.79
31.08.07;1432.36
03.09.07;1482.66
04.09.07;1463.76
05.09.07;1457.64
06.09.07;1473.99
07.09.07;1489.42
10.09.07;1472.29
11.09.07;1478.55
12.09.07;1453.55
13.09.07;1451.70
14.09.07;1471.49
17.09.07;1471.56
18.09.07;1483.95
19.09.07;1484.25
20.09.07;1476.65
21.09.07;1519.78
24.09.07;1529.03
25.09.07;1518.75
26.09.07;1525.75
27.09.07;1517.73
28.09.07;1517.21
01.10.07;1525.42
02.10.07;1531.38
03.10.07;1526.75
04.10.07;1547.04
05.10.07;1546.63
08.10.07;1539.59
09.10.07;1542.84
10.10.07;1557.59
11.10.07;1552.58
12.10.07;1565.15
15.10.07;1562.47
16.10.07;1554.41
17.10.07;1561.80
18.10.07;1548.71
19.10.07;1538.53
22.10.07;1541.24
23.10.07;1540.08
24.10.07;1500.63
25.10.07;1506.33
26.10.07;1519.59
29.10.07;1515.88
30.10.07;1514.40
31.10.07;1535.28
01.11.07;1540.98
02.11.07;1531.02
05.11.07;1549.38
06.11.07;1508.44
07.11.07;1509.65
08.11.07;1502.17
09.11.07;1520.27
12.11.07;1475.62
13.11.07;1474.77
14.11.07;1453.70
15.11.07;1439.18
16.11.07;1481.05
19.11.07;1470.58
20.11.07;1451.15
21.11.07;1458.74
22.11.07;1458.74
23.11.07;1433.27
26.11.07;1439.70
27.11.07;1416.77
28.11.07;1440.70
29.11.07;1407.22
30.11.07;1428.23
03.12.07;1469.02
04.12.07;1469.72
05.12.07;1481.14
06.12.07;1472.42
07.12.07;1462.79
10.12.07;1485.01
11.12.07;1507.34
12.12.07;1504.66
13.12.07;1515.96
14.12.07;1477.65
17.12.07;1486.59
18.12.07;1488.41
19.12.07;1467.95
20.12.07;1445.90
21.12.07;1454.98
24.12.07;1453.00
25.12.07;1453.00
26.12.07;1460.12
27.12.07;1484.46
28.12.07;1496.45
31.12.07;1497.66
01.01.08;1497.66
02.01.08;1476.27
03.01.08;1478.49
04.01.08;1468.36
07.01.08;1447.16
08.01.08;1447.16
09.01.08;1411.63
10.01.08;1416.18
11.01.08;1390.19
14.01.08;1409.13
15.01.08;1420.33
16.01.08;1401.02
17.01.08;1416.25
18.01.08;1380.95
21.01.08;1380.95
22.01.08;1373.20
23.01.08;1333.25
24.01.08;1325.19
25.01.08;1310.50
28.01.08;1338.60
29.01.08;1352.07
30.01.08;1330.61
31.01.08;1353.96
01.02.08;1362.30
04.02.08;1355.81
05.02.08;1378.55
06.02.08;1395.42
07.02.08;1380.82
08.02.08;1336.64
11.02.08;1326.45
12.02.08;1336.91
13.02.08;1331.29
14.02.08;1339.13
15.02.08;1348.86
18.02.08;1348.86
19.02.08;1367.21
20.02.08;1348.86
21.02.08;1349.99
22.02.08;1348.78
25.02.08;1360.03
26.02.08;1342.53
27.02.08;1353.11
28.02.08;1371.80
29.02.08;1381.29
03.03.08;1380.02
04.03.08;1367.68
05.03.08;1330.63
06.03.08;1331.34
07.03.08;1326.75
10.03.08;1333.70
11.03.08;1304.34
12.03.08;1293.37
13.03.08;1273.37
14.03.08;1320.65
17.03.08;1308.77
18.03.08;1315.48
19.03.08;1288.14
20.03.08;1276.60
21.03.08;1276.60
24.03.08;1330.74
25.03.08;1298.42
26.03.08;1329.51
27.03.08;1349.88
28.03.08;1352.99
31.03.08;1341.13
01.04.08;1325.76
02.04.08;1315.22
03.04.08;1322.70
04.04.08;1370.18
07.04.08;1367.53
08.04.08;1369.31
09.04.08;1370.40
10.04.08;1372.54
11.04.08;1365.54
14.04.08;1354.49
15.04.08;1360.55
16.04.08;1332.83
17.04.08;1328.32
18.04.08;1334.43
21.04.08;1364.71
22.04.08;1365.56
23.04.08;1390.33
24.04.08;1388.17
25.04.08;1375.94
28.04.08;1379.93
29.04.08;1388.82
30.04.08;1397.84
01.05.08;1396.37
02.05.08;1390.94
05.05.08;1385.59
06.05.08;1409.34
07.05.08;1413.90
08.05.08;1407.49
09.05.08;1418.26
12.05.08;1392.57
13.05.08;1397.68
14.05.08;1388.28
15.05.08;1403.58
16.05.08;1403.04
19.05.08;1408.66
20.05.08;1423.57
21.05.08;1425.35
22.05.08;1426.63
23.05.08;1413.40
26.05.08;1413.40
27.05.08;1390.71
28.05.08;1394.35
29.05.08;1375.93
30.05.08;1385.35
02.06.08;1390.84
03.06.08;1398.26
04.06.08;1400.38
05.06.08;1385.67
06.06.08;1377.65
09.06.08;1377.20
10.06.08;1404.05
11.06.08;1360.68
12.06.08;1361.76
13.06.08;1358.44
16.06.08;1335.49
17.06.08;1339.87
18.06.08;1360.03
19.06.08;1360.14
20.06.08;1350.93
23.06.08;1337.81
24.06.08;1342.83
25.06.08;1317.93
26.06.08;1318.00
27.06.08;1314.29
30.06.08;1321.97
01.07.08;1283.15
02.07.08;1278.38
03.07.08;1280.00
04.07.08;1280.00
07.07.08;1284.91
08.07.08;1261.52
09.07.08;1262.90
10.07.08;1252.31
11.07.08;1273.70
14.07.08;1244.69
15.07.08;1253.39
16.07.08;1239.49
17.07.08;1228.30
18.07.08;1214.91
21.07.08;1245.36
22.07.08;1260.32
23.07.08;1260.68
24.07.08;1260.00
25.07.08;1277.00
28.07.08;1282.19
29.07.08;1252.54
30.07.08;1257.76
31.07.08;1234.37
01.08.08;1263.20
04.08.08;1284.26
05.08.08;1267.38
06.08.08;1260.31
07.08.08;1249.01
08.08.08;1284.88
11.08.08;1289.19
12.08.08;1266.07
13.08.08;1296.32
14.08.08;1305.32
15.08.08;1289.59
18.08.08;1285.83
19.08.08;1292.93
20.08.08;1298.20
21.08.08;1278.60
22.08.08;1266.69
25.08.08;1274.54
26.08.08;1277.72
27.08.08;1292.20
28.08.08;1266.84
29.08.08;1271.51
01.09.08;1234.37
02.09.08;1281.66
03.09.08;1300.68
04.09.08;1282.83
05.09.08;1277.58
08.09.08;1274.98
09.09.08;1236.83
10.09.08;1242.31
11.09.08;1267.79
12.09.08;1224.51
15.09.08;1232.04
16.09.08;1249.05
17.09.08;1251.70
18.09.08;1192.70
19.09.08;1213.60
22.09.08;1156.39
23.09.08;1206.51
24.09.08;1255.08
25.09.08;1207.09
26.09.08;1188.22
29.09.08;1185.87
30.09.08;1209.18
01.10.08;1213.27
02.10.08;1106.42
03.10.08;1166.36
06.10.08;1161.06
07.10.08;1114.28
08.10.08;1099.23
09.10.08;1056.89
10.10.08;996.23
13.10.08;984.94
14.10.08;909.92
15.10.08;899.22
16.10.08;1003.35
17.10.08;998.01
20.10.08;907.84
21.10.08;946.43
22.10.08;940.55
23.10.08;985.40
24.10.08;955.05
27.10.08;896.78
28.10.08;908.11
29.10.08;876.77
30.10.08;848.92
31.10.08;940.51
03.11.08;930.09
04.11.08;954.09
05.11.08;968.75
06.11.08;966.30
07.11.08;1005.75
10.11.08;952.77
11.11.08;904.88
12.11.08;930.99
13.11.08;919.21
14.11.08;898.95
17.11.08;852.30
18.11.08;911.29
19.11.08;873.29
20.11.08;850.75
21.11.08;859.12
24.11.08;806.58
25.11.08;752.44
26.11.08;800.03
27.11.08;800.03
28.11.08;851.81
01.12.08;857.39
02.12.08;887.68
03.12.08;896.24
04.12.08;816.21
05.12.08;848.81
08.12.08;870.74
09.12.08;845.22
10.12.08;876.07
11.12.08;909.70
12.12.08;888.67
15.12.08;899.24
16.12.08;873.59
17.12.08;879.73
18.12.08;868.57
19.12.08;913.18
22.12.08;904.42
23.12.08;885.28
24.12.08;887.88
25.12.08;887.88
26.12.08;871.63
29.12.08;863.16
30.12.08;868.15
31.12.08;872.80
01.01.09;872.80
02.01.09;869.42
05.01.09;890.64
06.01.09;903.25
07.01.09;931.80
08.01.09;927.45
09.01.09;934.70
12.01.09;906.65
13.01.09;909.73
14.01.09;890.35
15.01.09;870.26
16.01.09;871.79
19.01.09;871.79
20.01.09;842.62
21.01.09;843.74
22.01.09;850.12
23.01.09;805.22
26.01.09;840.24
27.01.09;827.50
28.01.09;831.95
29.01.09;836.57
30.01.09;845.71
02.02.09;874.09
03.02.09;845.14
04.02.09;825.88
05.02.09;825.44
06.02.09;838.51
09.02.09;832.23
10.02.09;845.85
11.02.09;868.60
12.02.09;869.89
13.02.09;827.16
16.02.09;827.16
17.02.09;833.74
18.02.09;835.19
19.02.09;826.84
20.02.09;789.17
23.02.09;788.42
24.02.09;778.94
25.02.09;770.05
26.02.09;743.33
27.02.09;773.14
02.03.09;764.90
03.03.09;752.83
04.03.09;735.09
05.03.09;700.82
06.03.09;696.33
09.03.09;712.87
10.03.09;682.55
11.03.09;683.38
12.03.09;676.53
13.03.09;719.60
16.03.09;721.36
17.03.09;750.74
18.03.09;756.55
19.03.09;753.89
20.03.09;778.12
23.03.09;794.35
24.03.09;784.04
25.03.09;768.54
26.03.09;822.92
27.03.09;806.12
30.03.09;813.88
31.03.09;832.86
01.04.09;815.94
02.04.09;787.53
03.04.09;797.87
06.04.09;811.08
07.04.09;834.38
08.04.09;842.50
09.04.09;835.48
10.04.09;835.48
13.04.09;815.55
14.04.09;825.16
15.04.09;856.56
16.04.09;858.73
17.04.09;841.50
20.04.09;852.06
21.04.09;865.30
22.04.09;869.60
23.04.09;832.39
24.04.09;850.08
27.04.09;843.55
28.04.09;851.92
29.04.09;866.23
30.04.09;857.51
01.05.09;855.16
04.05.09;873.64
05.05.09;872.81
06.05.09;877.52
07.05.09;907.24
08.05.09;903.80
11.05.09;919.53
12.05.09;907.39
13.05.09;929.23
14.05.09;909.24
15.05.09;908.35
18.05.09;883.92
19.05.09;893.07
20.05.09;882.88
21.05.09;909.71
22.05.09;908.13
25.05.09;908.13
26.05.09;903.47
27.05.09;888.33
28.05.09;887.00
29.05.09;910.33
01.06.09;893.06
02.06.09;906.83
03.06.09;919.14
04.06.09;942.87
05.06.09;944.74
08.06.09;931.76
09.06.09;942.46
10.06.09;940.09
11.06.09;939.14
12.06.09;942.43
15.06.09;939.15
16.06.09;944.89
17.06.09;946.21
18.06.09;923.72
19.06.09;911.97
22.06.09;910.71
23.06.09;918.37
24.06.09;921.23
25.06.09;893.04
26.06.09;895.10
29.06.09;900.94
30.06.09;920.26
01.07.09;918.90
02.07.09;927.23
03.07.09;927.23
06.07.09;919.32
07.07.09;923.33
08.07.09;896.42
09.07.09;898.72
10.07.09;881.03
13.07.09;879.56
14.07.09;882.68
15.07.09;879.13
16.07.09;901.05
17.07.09;905.84
20.07.09;932.68
21.07.09;940.74
22.07.09;940.38
23.07.09;951.13
24.07.09;954.58
27.07.09;954.07
28.07.09;976.29
29.07.09;979.26
30.07.09;982.18
31.07.09;979.62
03.08.09;975.15
04.08.09;986.75
05.08.09;987.48
06.08.09;1002.63
07.08.09;1005.65
10.08.09;1002.72
11.08.09;997.08
12.08.09;1010.48
13.08.09;1007.10
14.08.09;994.35
17.08.09;1005.81
18.08.09;1012.73
19.08.09;1004.09
20.08.09;979.73
21.08.09;989.67
24.08.09;996.46
25.08.09;1007.37
26.08.09;1026.13
27.08.09;1025.57
28.08.09;1028.00
31.08.09;1028.12
01.09.09;1030.98
02.09.09;1028.93
03.09.09;1020.62
04.09.09;998.04
07.09.09;998.04
08.09.09;994.75
09.09.09;1003.24
10.09.09;1016.40
11.09.09;1025.39
14.09.09;1033.37
15.09.09;1044.14
16.09.09;1042.73
17.09.09;1049.34
18.09.09;1052.63
21.09.09;1068.76
22.09.09;1065.49
23.09.09;1068.30
24.09.09;1064.66
25.09.09;1071.66
28.09.09;1060.87
29.09.09;1050.78
30.09.09;1044.38
01.10.09;1062.98
02.10.09;1060.61
05.10.09;1057.08
06.10.09;1029.85
07.10.09;1025.21
08.10.09;1040.46
09.10.09;1054.72
12.10.09;1057.58
13.10.09;1065.48
14.10.09;1071.49
15.10.09;1076.19
16.10.09;1073.19
19.10.09;1092.02
20.10.09;1096.56
21.10.09;1087.68
22.10.09;1097.91
23.10.09;1091.06
26.10.09;1081.40
27.10.09;1092.91
28.10.09;1079.60
29.10.09;1066.95
30.10.09;1063.41
02.11.09;1042.63
03.11.09;1066.11
04.11.09;1036.19
05.11.09;1042.88
06.11.09;1045.41
09.11.09;1046.50
10.11.09;1066.63
11.11.09;1069.30
12.11.09;1093.08
13.11.09;1093.01
16.11.09;1098.51
17.11.09;1087.24
18.11.09;1093.48
19.11.09;1109.30
20.11.09;1110.32
23.11.09;1109.80
24.11.09;1094.90
25.11.09;1091.38
26.11.09;1091.38
27.11.09;1106.24
30.11.09;1105.65
01.12.09;1110.63
02.12.09;1091.49
03.12.09;1095.63
04.12.09;1108.86
07.12.09;1109.24
08.12.09;1099.92
09.12.09;1105.98
10.12.09;1103.25
11.12.09;1091.94
14.12.09;1095.95
15.12.09;1102.35
16.12.09;1106.41
17.12.09;1114.11
18.12.09;1107.93
21.12.09;1109.18
22.12.09;1096.08
23.12.09;1102.47
24.12.09;1114.05
25.12.09;1114.05
28.12.09;1118.02
29.12.09;1120.59
30.12.09;1126.48
31.12.09;1127.78
01.01.10;1127.78
04.01.10;1126.20
05.01.10;1126.42
06.01.10;1115.10
07.01.10;1132.99
08.01.10;1136.52
11.01.10;1137.14
12.01.10;1141.69
13.01.10;1144.98
14.01.10;1146.98
15.01.10;1136.22
18.01.10;1136.22
19.01.10;1145.68
20.01.10;1148.46
21.01.10;1136.03
22.01.10;1150.23
25.01.10;1138.04
26.01.10;1116.48
27.01.10;1091.76
28.01.10;1096.78
29.01.10;1092.17
01.02.10;1097.50
02.02.10;1084.53
03.02.10;1073.87
04.02.10;1089.19
05.02.10;1103.32
08.02.10;1097.28
09.02.10;1063.11
10.02.10;1066.19
11.02.10;1056.74
12.02.10;1070.52
15.02.10;1070.52
16.02.10;1068.13
17.02.10;1078.47
18.02.10;1075.51
19.02.10;1094.87
22.02.10;1099.51
23.02.10;1106.75
24.02.10;1109.17
25.02.10;1108.01
26.02.10;1094.60
01.03.10;1105.24
02.03.10;1102.94
03.03.10;1104.49
04.03.10;1115.71
05.03.10;1118.31
08.03.10;1118.79
09.03.10;1122.97
10.03.10;1138.70
11.03.10;1138.50
12.03.10;1140.45
15.03.10;1145.61
16.03.10;1150.24
17.03.10;1149.99
18.03.10;1150.51
19.03.10;1159.46
22.03.10;1166.21
23.03.10;1165.83
24.03.10;1159.90
25.03.10;1165.81
26.03.10;1174.17
29.03.10;1167.72
30.03.10;1165.73
31.03.10;1166.59
01.04.10;1173.22
02.04.10;1173.22
05.04.10;1173.27
06.04.10;1169.43
07.04.10;1178.10
08.04.10;1187.44
09.04.10;1189.44
12.04.10;1182.45
13.04.10;1186.44
14.04.10;1194.37
15.04.10;1196.48
16.04.10;1197.30
19.04.10;1210.65
20.04.10;1211.67
21.04.10;1192.13
22.04.10;1197.52
23.04.10;1207.17
26.04.10;1205.94
27.04.10;1208.67
28.04.10;1217.28
29.04.10;1212.05
30.04.10;1183.71
03.05.10;1191.36
04.05.10;1206.78
05.05.10;1186.69
06.05.10;1202.26
07.05.10;1173.60
10.05.10;1165.87
11.05.10;1128.15
12.05.10;1110.88
13.05.10;1159.73
14.05.10;1155.79
17.05.10;1171.67
18.05.10;1157.44
19.05.10;1135.68
20.05.10;1136.94
21.05.10;1120.80
24.05.10;1115.05
25.05.10;1071.59
26.05.10;1087.69
27.05.10;1073.65
28.05.10;1074.03
31.05.10;1074.03
01.06.10;1067.95
02.06.10;1103.06
03.06.10;1089.41
04.06.10;1070.71
07.06.10;1098.38
08.06.10;1102.83
09.06.10;1064.88
10.06.10;1050.47
11.06.10;1062.00
14.06.10;1055.69
15.06.10;1086.84
16.06.10;1091.60
17.06.10;1089.63
18.06.10;1115.23
21.06.10;1114.61
22.06.10;1116.04
23.06.10;1117.51
24.06.10;1113.20
25.06.10;1095.31
28.06.10;1092.04
29.06.10;1073.69
30.06.10;1076.76
01.07.10;1074.57
02.07.10;1041.24
05.07.10;1041.24
06.07.10;1030.71
07.07.10;1027.37
08.07.10;1022.58
09.07.10;1028.06
12.07.10;1060.27
13.07.10;1070.25
14.07.10;1077.96
15.07.10;1078.75
16.07.10;1095.34
19.07.10;1095.17
20.07.10;1096.48
21.07.10;1064.88
22.07.10;1071.25
23.07.10;1083.48
26.07.10;1069.59
27.07.10;1093.67
28.07.10;1102.66
29.07.10;1115.01
30.07.10;1113.84
02.08.10;1106.13
03.08.10;1101.53
04.08.10;1101.60
05.08.10;1125.86
06.08.10;1120.46
09.08.10;1127.24
10.08.10;1125.81
11.08.10;1121.64
12.08.10;1127.79
13.08.10;1121.06
16.08.10;1089.47
17.08.10;1083.61
18.08.10;1079.25
19.08.10;1079.38
20.08.10;1092.54
23.08.10;1094.16
24.08.10;1075.63
25.08.10;1071.69
26.08.10;1067.36
27.08.10;1051.87
30.08.10;1055.33
31.08.10;1047.22
01.09.10;1064.59
02.09.10;1048.92
03.09.10;1049.33
06.09.10;1049.33
07.09.10;1080.29
08.09.10;1090.10
09.09.10;1104.51
10.09.10;1091.84
13.09.10;1098.87
14.09.10;1104.18
15.09.10;1109.55
16.09.10;1121.90
17.09.10;1121.10
20.09.10;1125.07
21.09.10;1124.66
22.09.10;1125.59
23.09.10;1142.71
24.09.10;1139.78
27.09.10;1134.28
28.09.10;1124.83
29.09.10;1148.67
30.09.10;1142.16
01.10.10;1147.70
04.10.10;1144.73
05.10.10;1141.20
06.10.10;1146.24
07.10.10;1137.03
08.10.10;1160.75
11.10.10;1159.97
12.10.10;1158.06
13.10.10;1165.15
14.10.10;1165.32
15.10.10;1169.77
18.10.10;1178.10
19.10.10;1173.81
20.10.10;1176.19
21.10.10;1184.71
22.10.10;1165.90
25.10.10;1178.17
26.10.10;1180.26
27.10.10;1183.08
28.10.10;1185.62
29.10.10;1185.64
01.11.10;1182.45
02.11.10;1183.78
03.11.10;1183.26
04.11.10;1184.38
05.11.10;1193.57
08.11.10;1197.96
09.11.10;1221.06
10.11.10;1225.85
11.11.10;1223.25
12.11.10;1213.40
15.11.10;1218.71
16.11.10;1213.54
17.11.10;1199.21
18.11.10;1197.75
19.11.10;1178.34
22.11.10;1178.59
23.11.10;1196.69
24.11.10;1199.73
25.11.10;1199.73
26.11.10;1197.84
29.11.10;1180.73
30.11.10;1198.35
01.12.10;1189.40
02.12.10;1187.76
03.12.10;1180.55
06.12.10;1206.07
07.12.10;1221.53
08.12.10;1224.71
09.12.10;1223.12
10.12.10;1223.75
13.12.10;1228.28
14.12.10;1233.00
15.12.10;1240.40
16.12.10;1240.46
17.12.10;1241.59
20.12.10;1235.23
21.12.10;1242.87
22.12.10;1243.91
23.12.10;1247.08
24.12.10;1247.08
27.12.10;1254.60
28.12.10;1258.84
29.12.10;1256.77
30.12.10;1257.54
31.12.10;1258.51
03.01.11;1259.78
04.01.11;1257.88
05.01.11;1257.64
06.01.11;1271.87
07.01.11;1270.20
10.01.11;1276.56
11.01.11;1273.85
12.01.11;1271.50
13.01.11;1269.75
14.01.11;1274.48
17.01.11;1274.48
18.01.11;1285.96
19.01.11;1283.76
20.01.11;1293.24
21.01.11;1295.02
24.01.11;1281.92
25.01.11;1280.26
26.01.11;1283.35
27.01.11;1290.84
28.01.11;1291.18
31.01.11;1296.63
01.02.11;1299.54
02.02.11;1276.34
03.02.11;1286.12
04.02.11;1307.59
07.02.11;1304.03
08.02.11;1307.10
09.02.11;1310.87
10.02.11;1319.05
11.02.11;1324.57
14.02.11;1320.88
15.02.11;1321.87
16.02.11;1329.15
17.02.11;1332.32
18.02.11;1328.01
21.02.11;1328.01
22.02.11;1336.32
23.02.11;1340.43
24.02.11;1343.01
25.02.11;1315.44
28.02.11;1307.40
01.03.11;1306.10
02.03.11;1319.88
03.03.11;1327.22
04.03.11;1306.33
07.03.11;1308.44
08.03.11;1330.97
09.03.11;1321.15
10.03.11;1310.13
11.03.11;1321.82
14.03.11;1320.02
15.03.11;1295.11
16.03.11;1304.28
17.03.11;1296.39
18.03.11;1281.87
21.03.11;1256.88
22.03.11;1273.72
23.03.11;1279.21
24.03.11;1298.38
25.03.11;1293.77
28.03.11;1297.54
29.03.11;1309.66
30.03.11;1313.80
31.03.11;1310.19
01.04.11;1319.44
04.04.11;1328.26
05.04.11;1325.83
06.04.11;1332.41
07.04.11;1332.87
08.04.11;1332.63
11.04.11;1335.54
12.04.11;1333.51
13.04.11;1328.17
14.04.11;1324.46
15.04.11;1314.16
18.04.11;1314.41
19.04.11;1314.52
20.04.11;1319.68
21.04.11;1305.14
22.04.11;1305.14
25.04.11;1312.62
26.04.11;1330.36
27.04.11;1337.38
28.04.11;1335.25
29.04.11;1347.24
02.05.11;1355.66
03.05.11;1360.48
04.05.11;1363.61
05.05.11;1361.22
06.05.11;1356.62
09.05.11;1347.32
10.05.11;1335.10
11.05.11;1340.20
12.05.11;1346.29
13.05.11;1357.16
16.05.11;1342.08
17.05.11;1348.65
18.05.11;1337.77
19.05.11;1329.47
20.05.11;1328.98
23.05.11;1340.68
24.05.11;1343.60
25.05.11;1333.27
26.05.11;1317.37
27.05.11;1316.28
30.05.11;1316.28
31.05.11;1320.47
01.06.11;1325.69
02.06.11;1331.10
03.06.11;1345.20
06.06.11;1314.55
07.06.11;1312.94
08.06.11;1300.16
09.06.11;1286.17
10.06.11;1284.94
13.06.11;1279.56
14.06.11;1289.00
15.06.11;1270.98
16.06.11;1271.83
17.06.11;1287.87
20.06.11;1265.42
21.06.11;1267.64
22.06.11;1271.50
23.06.11;1278.36
24.06.11;1295.52
27.06.11;1287.14
28.06.11;1283.50
29.06.11;1268.45
30.06.11;1280.10
01.07.11;1296.67
04.07.11;1296.67
05.07.11;1307.41
06.07.11;1320.64
07.07.11;1339.67
08.07.11;1337.88
11.07.11;1339.22
12.07.11;1353.22
13.07.11;1343.80
14.07.11;1319.49
15.07.11;1313.64
18.07.11;1317.72
19.07.11;1308.87
20.07.11;1316.14
21.07.11;1305.44
22.07.11;1326.73
25.07.11;1325.84
26.07.11;1343.80
27.07.11;1345.02
28.07.11;1337.43
29.07.11;1331.94
01.08.11;1304.89
02.08.11;1300.67
03.08.11;1292.28
04.08.11;1286.94
05.08.11;1254.05
08.08.11;1260.34
09.08.11;1200.07
10.08.11;1199.38
11.08.11;1119.46
12.08.11;1172.53
15.08.11;1120.76
16.08.11;1172.64
17.08.11;1178.81
18.08.11;1204.49
19.08.11;1192.76
22.08.11;1193.89
23.08.11;1140.65
24.08.11;1123.53
25.08.11;1123.82
26.08.11;1162.35
29.08.11;1177.60
30.08.11;1159.27
31.08.11;1176.80
01.09.11;1210.08
02.09.11;1212.92
05.09.11;1212.92
06.09.11;1218.89
07.09.11;1204.42
08.09.11;1173.97
09.09.11;1165.24
12.09.11;1198.62
13.09.11;1185.90
14.09.11;1154.23
15.09.11;1162.27
16.09.11;1172.87
19.09.11;1188.68
20.09.11;1209.11
21.09.11;1216.01
22.09.11;1204.09
23.09.11;1202.09
26.09.11;1166.76
27.09.11;1129.56
28.09.11;1136.43
29.09.11;1162.95
30.09.11;1175.38
03.10.11;1151.06
04.10.11;1160.40
05.10.11;1131.42
06.10.11;1099.23
07.10.11;1123.95
10.10.11;1144.03
11.10.11;1164.97
12.10.11;1155.46
13.10.11;1194.89
14.10.11;1195.54
17.10.11;1207.25
18.10.11;1203.66
19.10.11;1224.58
20.10.11;1200.86
21.10.11;1225.38
24.10.11;1209.88
25.10.11;1215.39
26.10.11;1238.25
27.10.11;1254.19
28.10.11;1229.05
31.10.11;1242.00
01.11.11;1284.59
02.11.11;1285.09
03.11.11;1253.30
04.11.11;1218.28
07.11.11;1237.90
08.11.11;1261.15
09.11.11;1253.23
10.11.11;1261.12
11.11.11;1275.92
14.11.11;1229.10
15.11.11;1239.70
16.11.11;1263.85
17.11.11;1251.78
18.11.11;1257.81
21.11.11;1236.91
22.11.11;1216.13
23.11.11;1215.65
24.11.11;1215.65
25.11.11;1192.98
28.11.11;1188.04
29.11.11;1161.79
30.11.11;1158.67
01.12.11;1192.55
02.12.11;1195.19
05.12.11;1246.96
06.12.11;1244.58
07.12.11;1244.28
08.12.11;1257.08
09.12.11;1258.47
12.12.11;1261.01
13.12.11;1234.35
14.12.11;1255.19
15.12.11;1236.47
16.12.11;1225.73
19.12.11;1211.82
20.12.11;1215.75
21.12.11;1219.66
22.12.11;1205.35
23.12.11;1241.30
26.12.11;1241.30
27.12.11;1243.72
28.12.11;1254.00
29.12.11;1265.33
30.12.11;1265.43
02.01.12;1265.43
03.01.12;1249.64
04.01.12;1263.02
05.01.12;1257.60
06.01.12;1277.06
09.01.12;1277.30
10.01.12;1281.06
11.01.12;1277.81
12.01.12;1280.70
13.01.12;1292.08
16.01.12;1292.08
17.01.12;1292.48
18.01.12;1295.50
19.01.12;1289.09
20.01.12;1293.67
23.01.12;1308.04
24.01.12;1314.50
25.01.12;1315.38
26.01.12;1316.00
27.01.12;1314.65
30.01.12;1326.06
31.01.12;1318.43
01.02.12;1316.33
02.02.12;1313.01
03.02.12;1312.41
06.02.12;1324.09
07.02.12;1325.54
08.02.12;1344.90
09.02.12;1344.33
10.02.12;1347.05
13.02.12;1349.96
14.02.12;1351.95
15.02.12;1342.64
16.02.12;1351.77
17.02.12;1350.50
20.02.12;1350.50
21.02.12;1343.23
22.02.12;1358.04
23.02.12;1361.23
24.02.12;1362.21
27.02.12;1357.66
28.02.12;1363.46
29.02.12;1365.74
01.03.12;1367.59
02.03.12;1372.18
05.03.12;1365.68
06.03.12;1374.09
07.03.12;1369.63
08.03.12;1364.33
09.03.12;1343.36
12.03.12;1352.63
13.03.12;1365.91
14.03.12;1370.87
15.03.12;1371.09
16.03.12;1395.95
19.03.12;1394.28
20.03.12;1402.60
21.03.12;1404.17
22.03.12;1409.75
23.03.12;1405.52
26.03.12;1402.89
27.03.12;1392.78
28.03.12;1397.11
29.03.12;1416.51
30.03.12;1412.52
02.04.12;1405.54
03.04.12;1403.28
04.04.12;1408.47
05.04.12;1419.04
06.04.12;1419.04
09.04.12;1413.38
10.04.12;1398.96
11.04.12;1398.08
12.04.12;1382.20
13.04.12;1358.59
16.04.12;1368.71
17.04.12;1387.57
18.04.12;1370.26
19.04.12;1369.57
20.04.12;1390.78
23.04.12;1385.14
24.04.12;1376.92
25.04.12;1378.53
26.04.12;1366.94
27.04.12;1371.97
30.04.12;1390.69
01.05.12;1399.98
