Date;SP500
02.05.12;1403.36
03.05.12;1397.91
04.05.12;1405.82
07.05.12;1402.31
08.05.12;1391.57
09.05.12;1369.10
10.05.12;1369.58
11.05.12;1363.72
14.05.12;1354.58
15.05.12;1357.99
16.05.12;1353.39
17.05.12;1338.35
18.05.12;1330.66
21.05.12;1324.80
22.05.12;1304.86
23.05.12;1295.22
24.05.12;1315.99
25.05.12;1316.63
28.05.12;1316.63
29.05.12;1318.86
30.05.12;1320.68
31.05.12;1317.82
01.06.12;1332.42
04.06.12;1313.32
05.06.12;1310.33
06.06.12;1278.04
07.06.12;1278.18
08.06.12;1285.50
11.06.12;1315.13
12.06.12;1314.99
13.06.12;1325.66
14.06.12;1308.93
15.06.12;1324.18
18.06.12;1314.88
19.06.12;1329.10
20.06.12;1342.84
21.06.12;1344.78
22.06.12;1357.98
25.06.12;1355.69
26.06.12;1325.51
27.06.12;1335.02
28.06.12;1313.72
29.06.12;1319.99
02.07.12;1331.85
03.07.12;1329.04
04.07.12;1329.04
05.07.12;1362.16
06.07.12;1365.51
09.07.12;1374.02
10.07.12;1367.58
11.07.12;1354.68
12.07.12;1352.46
13.07.12;1341.47
16.07.12;1341.45
17.07.12;1334.76
18.07.12;1356.78
19.07.12;1353.64
20.07.12;1363.67
23.07.12;1372.78
24.07.12;1376.51
25.07.12;1362.66
26.07.12;1350.52
27.07.12;1338.31
30.07.12;1337.89
31.07.12;1360.02
01.08.12;1385.97
02.08.12;1385.30
03.08.12;1379.32
06.08.12;1375.32
07.08.12;1365.00
08.08.12;1390.99
09.08.12;1394.23
10.08.12;1401.35
13.08.12;1402.22
14.08.12;1402.80
15.08.12;1405.87
16.08.12;1404.11
17.08.12;1403.93
20.08.12;1405.53
21.08.12;1415.51
22.08.12;1418.16
23.08.12;1418.13
24.08.12;1413.17
27.08.12;1413.49
28.08.12;1402.08
29.08.12;1411.13
30.08.12;1410.44
31.08.12;1409.30
03.09.12;1360.02
04.09.12;1410.49
05.09.12;1399.48
06.09.12;1406.58
07.09.12;1404.94
10.09.12;1403.44
11.09.12;1432.12
12.09.12;1437.92
13.09.12;1429.08
14.09.12;1433.56
17.09.12;1436.56
18.09.12;1459.99
19.09.12;1465.77
20.09.12;1461.19
21.09.12;1459.32
24.09.12;1461.05
25.09.12;1460.26
26.09.12;1460.15
27.09.12;1456.89
28.09.12;1441.59
01.10.12;1433.32
02.10.12;1447.15
03.10.12;1440.67
04.10.12;1444.49
05.10.12;1445.75
08.10.12;1450.99
09.10.12;1461.40
10.10.12;1460.93
11.10.12;1455.88
12.10.12;1441.48
15.10.12;1432.56
16.10.12;1432.84
17.10.12;1428.59
18.10.12;1440.13
19.10.12;1454.92
22.10.12;1460.91
23.10.12;1457.34
24.10.12;1433.19
25.10.12;1433.82
26.10.12;1413.11
29.10.12;1413.11
30.10.12;1413.11
31.10.12;1408.75
01.11.12;1412.97
02.11.12;1411.94
05.11.12;1412.16
06.11.12;1427.59
07.11.12;1414.20
08.11.12;1417.26
09.11.12;1428.39
12.11.12;1394.53
13.11.12;1377.51
14.11.12;1379.85
15.11.12;1380.03
16.11.12;1374.53
19.11.12;1355.49
20.11.12;1353.33
21.11.12;1359.88
22.11.12;1359.88
23.11.12;1386.89
26.11.12;1387.81
27.11.12;1391.03
28.11.12;1409.15
29.11.12;1406.29
30.11.12;1398.94
03.12.12;1409.93
04.12.12;1415.95
05.12.12;1416.18
06.12.12;1409.46
07.12.12;1407.05
10.12.12;1409.28
11.12.12;1413.94
12.12.12;1418.07
13.12.12;1418.55
14.12.12;1427.84
17.12.12;1428.48
18.12.12;1419.45
19.12.12;1413.58
20.12.12;1430.36
21.12.12;1446.79
24.12.12;1435.81
25.12.12;1435.81
26.12.12;1443.69
27.12.12;1430.15
28.12.12;1426.66
31.12.12;1419.83
01.01.13;1419.83
02.01.13;1418.10
03.01.13;1402.43
04.01.13;1426.19
07.01.13;1462.42
08.01.13;1459.37
09.01.13;1466.47
10.01.13;1461.89
11.01.13;1457.15
14.01.13;1461.02
15.01.13;1472.12
16.01.13;1472.05
17.01.13;1470.68
18.01.13;1472.34
21.01.13;1472.34
22.01.13;1472.63
23.01.13;1480.94
24.01.13;1485.98
25.01.13;1492.56
28.01.13;1494.81
29.01.13;1494.82
30.01.13;1502.96
31.01.13;1500.18
01.02.13;1507.84
04.02.13;1501.96
05.02.13;1498.11
06.02.13;1513.17
07.02.13;1495.71
08.02.13;1511.29
11.02.13;1512.12
12.02.13;1509.39
13.02.13;1517.93
14.02.13;1517.01
15.02.13;1519.43
18.02.13;1519.43
19.02.13;1520.33
20.02.13;1521.38
21.02.13;1519.79
22.02.13;1530.94
25.02.13;1511.95
26.02.13;1502.42
27.02.13;1515.60
28.02.13;1487.85
01.03.13;1496.94
04.03.13;1515.99
05.03.13;1514.68
06.03.13;1518.20
07.03.13;1525.20
08.03.13;1539.79
11.03.13;1541.46
12.03.13;1544.26
13.03.13;1551.18
14.03.13;1556.22
15.03.13;1552.48
18.03.13;1554.52
19.03.13;1563.23
20.03.13;1560.70
21.03.13;1552.10
22.03.13;1548.34
25.03.13;1558.71
26.03.13;1545.80
27.03.13;1556.89
28.03.13;1551.69
29.03.13;1551.69
01.04.13;1563.77
02.04.13;1562.85
03.04.13;1569.19
04.04.13;1562.17
05.04.13;1570.25
08.04.13;1553.69
09.04.13;1559.98
10.04.13;1553.28
11.04.13;1563.07
12.04.13;1568.61
15.04.13;1587.73
16.04.13;1593.37
17.04.13;1588.85
18.04.13;1552.36
19.04.13;1574.57
22.04.13;1552.01
23.04.13;1541.61
24.04.13;1555.25
25.04.13;1562.50
26.04.13;1578.78
29.04.13;1578.79
30.04.13;1585.16
01.05.13;1582.24
02.05.13;1593.61
03.05.13;1597.57
06.05.13;1582.70
07.05.13;1597.59
08.05.13;1614.42
09.05.13;1617.50
10.05.13;1625.96
13.05.13;1632.69
14.05.13;1626.67
15.05.13;1633.70
16.05.13;1633.77
17.05.13;1650.34
20.05.13;1658.78
21.05.13;1650.47
22.05.13;1667.47
23.05.13;1666.29
24.05.13;1669.16
27.05.13;1669.16
28.05.13;1655.35
29.05.13;1650.51
30.05.13;1649.60
31.05.13;1660.06
03.06.13;1648.36
04.06.13;1654.41
05.06.13;1630.74
06.06.13;1640.42
07.06.13;1631.38
10.06.13;1608.90
11.06.13;1622.56
12.06.13;1643.38
13.06.13;1642.81
14.06.13;1626.13
17.06.13;1612.52
18.06.13;1636.36
19.06.13;1626.73
20.06.13;1639.04
21.06.13;1651.81
24.06.13;1628.93
25.06.13;1588.19
26.06.13;1592.43
27.06.13;1573.09
28.06.13;1588.03
01.07.13;1603.26
02.07.13;1613.20
03.07.13;1606.28
04.07.13;1606.28
05.07.13;1614.96
08.07.13;1614.08
09.07.13;1615.41
10.07.13;1631.89
11.07.13;1640.46
12.07.13;1652.32
15.07.13;1652.62
16.07.13;1675.02
17.07.13;1680.19
18.07.13;1682.50
19.07.13;1676.26
22.07.13;1680.91
23.07.13;1689.37
24.07.13;1692.09
25.07.13;1695.53
26.07.13;1692.39
29.07.13;1685.94
30.07.13;1690.25
31.07.13;1691.65
01.08.13;1685.33
02.08.13;1685.96
05.08.13;1685.73
06.08.13;1706.87
07.08.13;1709.67
08.08.13;1707.14
09.08.13;1697.37
12.08.13;1690.91
13.08.13;1697.48
14.08.13;1691.42
15.08.13;1689.47
16.08.13;1694.16
19.08.13;1685.39
20.08.13;1661.32
21.08.13;1655.83
22.08.13;1646.06
23.08.13;1652.35
26.08.13;1642.80
27.08.13;1656.96
28.08.13;1663.50
29.08.13;1656.78
30.08.13;1630.48
02.09.13;1630.48
03.09.13;1634.96
04.09.13;1638.17
05.09.13;1632.97
06.09.13;1639.77
09.09.13;1653.08
10.09.13;1655.08
11.09.13;1655.17
12.09.13;1671.71
13.09.13;1683.99
16.09.13;1689.13
17.09.13;1683.42
18.09.13;1687.99
19.09.13;1697.60
20.09.13;1704.76
23.09.13;1725.52
24.09.13;1722.34
25.09.13;1709.91
26.09.13;1701.84
27.09.13;1697.42
30.09.13;1692.77
01.10.13;1698.67
02.10.13;1691.75
03.10.13;1681.55
04.10.13;1695.00
07.10.13;1693.87
08.10.13;1678.66
09.10.13;1690.50
10.10.13;1676.12
11.10.13;1655.45
14.10.13;1656.40
15.10.13;1692.56
16.10.13;1703.20
17.10.13;1710.14
18.10.13;1698.06
21.10.13;1721.54
22.10.13;1733.15
23.10.13;1744.50
24.10.13;1744.66
25.10.13;1754.67
28.10.13;1746.38
29.10.13;1752.07
30.10.13;1759.77
31.10.13;1762.11
01.11.13;1771.95
04.11.13;1763.31
05.11.13;1756.54
06.11.13;1761.64
07.11.13;1767.93
08.11.13;1762.97
11.11.13;1770.49
12.11.13;1747.15
13.11.13;1770.61
14.11.13;1771.89
15.11.13;1767.69
18.11.13;1782.00
19.11.13;1790.62
20.11.13;1798.18
21.11.13;1791.53
22.11.13;1787.87
25.11.13;1781.37
26.11.13;1795.85
27.11.13;1804.76
28.11.13;1804.76
29.11.13;1802.48
02.12.13;1802.75
03.12.13;1807.23
04.12.13;1805.81
05.12.13;1800.90
06.12.13;1795.15
09.12.13;1792.81
10.12.13;1785.03
11.12.13;1805.09
12.12.13;1808.37
13.12.13;1802.62
16.12.13;1782.22
17.12.13;1775.50
18.12.13;1775.32
19.12.13;1786.54
20.12.13;1781.00
23.12.13;1810.65
24.12.13;1809.60
25.12.13;1809.60
26.12.13;1818.32
27.12.13;1827.99
30.12.13;1833.32
31.12.13;1842.02
01.01.14;1842.02
02.01.14;1841.40
03.01.14;1841.07
06.01.14;1848.36
07.01.14;1831.98
08.01.14;1831.37
09.01.14;1826.77
10.01.14;1837.88
13.01.14;1837.49
14.01.14;1838.13
15.01.14;1842.37
16.01.14;1819.20
17.01.14;1838.88
20.01.14;1838.88
21.01.14;1848.38
22.01.14;1845.89
23.01.14;1838.70
24.01.14;1843.80
27.01.14;1844.86
28.01.14;1828.46
29.01.14;1790.29
30.01.14;1781.56
31.01.14;1792.50
03.02.14;1774.20
04.02.14;1794.19
05.02.14;1782.59
06.02.14;1741.89
07.02.14;1755.20
10.02.14;1751.64
11.02.14;1773.43
12.02.14;1797.02
13.02.14;1799.84
14.02.14;1819.75
17.02.14;1819.75
18.02.14;1819.26
19.02.14;1829.83
20.02.14;1838.63
21.02.14;1840.76
24.02.14;1828.75
25.02.14;1839.78
26.02.14;1836.25
27.02.14;1847.61
28.02.14;1845.12
03.03.14;1845.16
04.03.14;1854.29
05.03.14;1859.45
06.03.14;1845.73
07.03.14;1873.91
10.03.14;1873.81
11.03.14;1877.03
12.03.14;1878.04
13.03.14;1877.17
14.03.14;1867.63
17.03.14;1868.20
18.03.14;1846.34
19.03.14;1841.13
20.03.14;1858.83
21.03.14;1872.25
24.03.14;1860.77
25.03.14;1872.01
26.03.14;1866.52
27.03.14;1857.44
28.03.14;1865.62
31.03.14;1852.56
01.04.14;1849.04
02.04.14;1857.62
03.04.14;1872.34
04.04.14;1885.52
07.04.14;1890.90
08.04.14;1888.77
09.04.14;1865.09
10.04.14;1845.04
11.04.14;1851.96
14.04.14;1872.18
15.04.14;1833.08
16.04.14;1815.69
17.04.14;1830.61
18.04.14;1830.61
21.04.14;1842.98
22.04.14;1862.31
23.04.14;1864.85
24.04.14;1871.89
25.04.14;1879.55
28.04.14;1875.39
29.04.14;1878.61
30.04.14;1863.40
01.05.14;1869.43
02.05.14;1878.33
05.05.14;1883.95
06.05.14;1883.68
07.05.14;1881.14
08.05.14;1884.66
09.05.14;1867.72
12.05.14;1878.21
13.05.14;1875.63
14.05.14;1878.48
15.05.14;1896.65
16.05.14;1897.45
19.05.14;1888.53
20.05.14;1870.85
21.05.14;1877.86
22.05.14;1885.08
23.05.14;1872.83
26.05.14;1872.83
27.05.14;1888.03
28.05.14;1892.49
29.05.14;1900.53
30.05.14;1911.91
02.06.14;1909.78
03.06.14;1920.03
04.06.14;1923.57
05.06.14;1924.97
06.06.14;1924.24
09.06.14;1927.88
10.06.14;1940.46
11.06.14;1949.44
12.06.14;1951.27
13.06.14;1950.79
16.06.14;1943.89
17.06.14;1930.11
18.06.14;1936.16
19.06.14;1937.78
20.06.14;1941.99
23.06.14;1956.98
24.06.14;1959.48
25.06.14;1962.87
26.06.14;1962.61
27.06.14;1949.98
30.06.14;1959.53
01.07.14;1957.22
02.07.14;1960.96
03.07.14;1960.23
04.07.14;1960.23
07.07.14;1973.32
08.07.14;1974.62
09.07.14;1985.44
10.07.14;1977.65
11.07.14;1963.71
14.07.14;1972.83
15.07.14;1964.68
16.07.14;1967.57
17.07.14;1977.10
18.07.14;1973.28
21.07.14;1981.57
22.07.14;1958.12
23.07.14;1978.22
24.07.14;1973.63
25.07.14;1983.53
28.07.14;1987.01
29.07.14;1987.98
30.07.14;1978.34
31.07.14;1978.91
01.08.14;1969.95
04.08.14;1970.07
05.08.14;1930.67
06.08.14;1925.15
07.08.14;1938.99
08.08.14;1920.21
11.08.14;1920.24
12.08.14;1909.57
13.08.14;1931.59
14.08.14;1936.92
15.08.14;1933.75
18.08.14;1946.72
19.08.14;1955.18
20.08.14;1955.06
21.08.14;1971.74
22.08.14;1981.60
25.08.14;1986.51
26.08.14;1992.37
27.08.14;1988.40
28.08.14;1997.92
29.08.14;2000.02
01.09.14;2000.02
02.09.14;2000.12
03.09.14;1996.74
04.09.14;2003.37
05.09.14;2002.28
08.09.14;2000.72
09.09.14;1997.65
10.09.14;2007.71
11.09.14;2001.54
12.09.14;1988.44
15.09.14;1995.69
16.09.14;1997.45
17.09.14;1985.54
18.09.14;1984.13
19.09.14;1998.98
22.09.14;2001.57
23.09.14;2011.36
24.09.14;2010.40
25.09.14;1994.29
26.09.14;1982.77
29.09.14;1998.30
30.09.14;1965.99
01.10.14;1982.85
02.10.14;1977.80
03.10.14;1972.29
06.10.14;1946.16
07.10.14;1946.17
08.10.14;1967.90
09.10.14;1964.82
10.10.14;1935.10
13.10.14;1968.89
14.10.14;1928.21
15.10.14;1906.13
16.10.14;1874.74
17.10.14;1877.70
20.10.14;1862.49
21.10.14;1862.76
22.10.14;1886.76
23.10.14;1904.01
24.10.14;1941.28
27.10.14;1927.11
28.10.14;1950.82
29.10.14;1964.58
30.10.14;1961.63
31.10.14;1985.05
03.11.14;1982.30
04.11.14;1994.65
05.11.14;2018.05
06.11.14;2017.81
07.11.14;2012.10
10.11.14;2023.57
11.11.14;2031.21
12.11.14;2031.92
13.11.14;2038.26
14.11.14;2039.68
17.11.14;2038.25
18.11.14;2039.33
19.11.14;2039.82
20.11.14;2041.32
21.11.14;2051.80
24.11.14;2048.72
25.11.14;2052.75
26.11.14;2063.50
27.11.14;2063.50
28.11.14;2069.41
01.12.14;2067.03
02.12.14;2072.83
03.12.14;2067.56
04.12.14;2053.44
05.12.14;2066.55
08.12.14;2074.33
09.12.14;2071.92
10.12.14;2075.37
11.12.14;2060.31
12.12.14;2059.82
15.12.14;2026.14
16.12.14;2035.33
17.12.14;2002.33
18.12.14;1989.63
19.12.14;1972.74
22.12.14;2012.89
23.12.14;2061.23
24.12.14;2070.65
25.12.14;2070.65
26.12.14;2078.54
29.12.14;2082.17
30.12.14;2081.88
31.12.14;2088.77
01.01.15;2088.77
02.01.15;2090.57
05.01.15;2080.35
06.01.15;2058.90
07.01.15;2058.20
08.01.15;2020.58
09.01.15;2002.61
12.01.15;2025.90
13.01.15;2062.14
14.01.15;2044.81
15.01.15;2028.26
16.01.15;2023.03
19.01.15;2023.03
20.01.15;2011.27
21.01.15;1992.67
22.01.15;2019.42
23.01.15;2022.55
26.01.15;2032.12
27.01.15;2063.15
28.01.15;2051.82
29.01.15;2057.09
30.01.15;2029.55
02.02.15;2002.16
03.02.15;2021.25
04.02.15;1994.99
05.02.15;2020.85
06.02.15;2050.03
09.02.15;2041.51
10.02.15;2062.52
11.02.15;2055.47
12.02.15;2046.74
13.02.15;2068.59
16.02.15;2068.59
17.02.15;2068.53
18.02.15;2088.48
19.02.15;2096.99
20.02.15;2100.34
23.02.15;2099.68
24.02.15;2097.45
25.02.15;2110.30
26.02.15;2109.66
27.02.15;2115.48
02.03.15;2113.86
03.03.15;2110.74
04.03.15;2104.50
05.03.15;2117.39
06.03.15;2107.78
09.03.15;2098.53
10.03.15;2101.04
11.03.15;2071.26
12.03.15;2079.43
13.03.15;2044.16
16.03.15;2040.24
17.03.15;2065.95
18.03.15;2053.40
19.03.15;2081.19
20.03.15;2074.28
23.03.15;2099.50
24.03.15;2089.27
25.03.15;2108.10
26.03.15;2104.42
27.03.15;2091.50
30.03.15;2061.05
31.03.15;2056.15
01.04.15;2061.02
02.04.15;2086.24
03.04.15;2086.24
06.04.15;2067.89
07.04.15;2059.69
08.04.15;2066.96
09.04.15;2080.62
10.04.15;2076.33
13.04.15;2081.90
14.04.15;2091.18
15.04.15;2102.06
16.04.15;2092.43
17.04.15;2095.84
20.04.15;2106.63
21.04.15;2104.99
22.04.15;2081.18
23.04.15;2100.40
24.04.15;2097.29
27.04.15;2107.96
28.04.15;2112.93
29.04.15;2117.69
30.04.15;2108.92
01.05.15;2114.76
04.05.15;2106.85
05.05.15;2085.51
06.05.15;2108.29
07.05.15;2114.49
08.05.15;2089.46
11.05.15;2080.15
12.05.15;2088.00
13.05.15;2116.10
14.05.15;2105.33
15.05.15;2099.12
18.05.15;2098.48
19.05.15;2121.10
20.05.15;2122.73
21.05.15;2129.20
22.05.15;2127.83
25.05.15;2127.83
26.05.15;2125.85
27.05.15;2130.82
28.05.15;2126.06
29.05.15;2104.20
01.06.15;2123.48
02.06.15;2120.79
03.06.15;2107.39
04.06.15;2111.73
05.06.15;2109.60
08.06.15;2114.07
09.06.15;2095.84
10.06.15;2092.83
11.06.15;2079.28
12.06.15;2080.15
15.06.15;2105.20
16.06.15;2108.86
17.06.15;2094.11
18.06.15;2084.43
19.06.15;2096.29
22.06.15;2100.44
23.06.15;2121.24
24.06.15;2109.99
25.06.15;2122.85
26.06.15;2124.20
29.06.15;2108.58
30.06.15;2102.31
01.07.15;2101.49
02.07.15;2057.64
03.07.15;2057.64
06.07.15;2063.11
07.07.15;2077.42
08.07.15;2076.78
09.07.15;2068.76
10.07.15;2081.34
13.07.15;2046.68
14.07.15;2051.31
15.07.15;2076.62
16.07.15;2099.60
17.07.15;2108.95
20.07.15;2107.40
21.07.15;2124.29
22.07.15;2126.64
23.07.15;2128.28
24.07.15;2119.21
27.07.15;2114.15
28.07.15;2102.15
29.07.15;2079.65
30.07.15;2067.64
31.07.15;2093.25
03.08.15;2108.57
04.08.15;2108.63
05.08.15;2103.84
06.08.15;2098.04
07.08.15;2093.32
10.08.15;2099.84
11.08.15;2083.56
12.08.15;2077.57
13.08.15;2104.18
14.08.15;2084.07
17.08.15;2086.05
18.08.15;2083.39
19.08.15;2091.54
20.08.15;2102.44
21.08.15;2096.92
24.08.15;2079.61
25.08.15;2035.73
26.08.15;1970.89
27.08.15;1893.21
28.08.15;1867.61
31.08.15;1940.51
01.09.15;1987.66
02.09.15;1988.87
03.09.15;1972.18
04.09.15;1913.85
07.09.15;1913.85
08.09.15;1948.86
09.09.15;1951.13
10.09.15;1921.22
11.09.15;1969.41
14.09.15;1942.04
15.09.15;1952.29
16.09.15;1961.05
17.09.15;1953.03
18.09.15;1978.09
21.09.15;1995.31
22.09.15;1990.20
23.09.15;1958.03
24.09.15;1966.97
25.09.15;1942.74
28.09.15;1938.76
29.09.15;1932.24
30.09.15;1931.34
01.10.15;1881.77
02.10.15;1884.09
05.10.15;1920.03
06.10.15;1923.82
07.10.15;1951.36
08.10.15;1987.05
09.10.15;1979.92
12.10.15;1995.83
13.10.15;2013.43
14.10.15;2014.89
15.10.15;2017.46
16.10.15;2003.69
19.10.15;1994.24
20.10.15;2023.86
21.10.15;2033.11
22.10.15;2033.66
23.10.15;2030.77
26.10.15;2018.94
27.10.15;2052.51
28.10.15;2075.15
29.10.15;2071.18
30.10.15;2065.89
02.11.15;2090.35
03.11.15;2089.41
04.11.15;2079.36
05.11.15;2104.05
06.11.15;2109.79
09.11.15;2102.31
10.11.15;2099.93
11.11.15;2099.20
12.11.15;2078.58
13.11.15;2081.72
16.11.15;2075.00
17.11.15;2045.97
18.11.15;2023.04
19.11.15;2053.19
20.11.15;2050.44
23.11.15;2083.58
24.11.15;2081.24
25.11.15;2089.17
26.11.15;2089.17
27.11.15;2086.59
30.11.15;2089.14
01.12.15;2088.87
02.12.15;2090.11
03.12.15;2080.41
04.12.15;2102.63
07.12.15;2079.51
08.12.15;2049.62
09.12.15;2091.69
10.12.15;2077.07
11.12.15;2063.59
14.12.15;2047.62
15.12.15;2052.23
16.12.15;2012.37
17.12.15;2021.94
18.12.15;2043.41
21.12.15;2073.07
22.12.15;2041.89
23.12.15;2005.55
24.12.15;2021.15
25.12.15;2021.15
28.12.15;2038.97
29.12.15;2064.29
30.12.15;2060.99
31.12.15;2056.50
01.01.16;2056.50
04.01.16;2078.36
05.01.16;2063.36
06.01.16;2043.94
07.01.16;2012.66
08.01.16;2016.71
11.01.16;1990.26
12.01.16;1943.09
13.01.16;1922.03
14.01.16;1923.67
15.01.16;1938.68
18.01.16;1938.68
19.01.16;1890.28
20.01.16;1921.84
21.01.16;1880.33
22.01.16;1881.33
25.01.16;1859.33
26.01.16;1868.99
27.01.16;1906.90
28.01.16;1877.08
29.01.16;1903.63
01.02.16;1882.95
02.02.16;1893.36
03.02.16;1940.24
04.02.16;1939.38
05.02.16;1903.03
08.02.16;1912.53
09.02.16;1915.45
10.02.16;1880.05
11.02.16;1853.44
12.02.16;1852.21
15.02.16;1852.21
16.02.16;1851.86
17.02.16;1829.08
18.02.16;1864.78
19.02.16;1895.58
22.02.16;1926.82
23.02.16;1917.83
24.02.16;1917.78
25.02.16;1945.50
26.02.16;1921.27
29.02.16;1929.80
01.03.16;1951.70
02.03.16;1948.05
03.03.16;1932.23
04.03.16;1978.35
07.03.16;1986.45
08.03.16;1993.40
09.03.16;1999.99
10.03.16;2001.76
11.03.16;1979.26
14.03.16;1989.26
15.03.16;1989.57
16.03.16;2022.19
17.03.16;2019.64
18.03.16;2015.93
21.03.16;2027.22
22.03.16;2040.59
23.03.16;2049.58
24.03.16;2051.60
25.03.16;2051.60
28.03.16;2049.80
29.03.16;2036.71
30.03.16;2035.94
31.03.16;2037.05
01.04.16;2055.01
04.04.16;2063.95
05.04.16;2059.74
06.04.16;2072.78
07.04.16;2066.13
08.04.16;2045.17
11.04.16;2066.66
12.04.16;2041.91
13.04.16;2047.60
14.04.16;2041.99
15.04.16;2061.72
18.04.16;2082.42
19.04.16;2082.78
20.04.16;2080.73
21.04.16;2094.34
22.04.16;2100.80
25.04.16;2102.40
26.04.16;2091.48
27.04.16;2091.58
28.04.16;2087.79
29.04.16;2091.70
02.05.16;2095.15
03.05.16;2075.81
04.05.16;2065.30
05.05.16;2081.43
06.05.16;2063.37
09.05.16;2051.12
10.05.16;2050.63
11.05.16;2057.14
12.05.16;2058.69
13.05.16;2084.39
16.05.16;2064.46
17.05.16;2064.11
18.05.16;2046.61
19.05.16;2066.66
20.05.16;2047.21
23.05.16;2047.63
24.05.16;2040.04
25.05.16;2052.32
26.05.16;2048.04
27.05.16;2076.06
30.05.16;2076.06
31.05.16;2090.54
01.06.16;2090.10
02.06.16;2099.06
03.06.16;2096.95
06.06.16;2099.33
07.06.16;2105.26
08.06.16;2099.13
09.06.16;2109.41
10.06.16;2112.13
13.06.16;2119.12
14.06.16;2115.48
15.06.16;2096.07
16.06.16;2079.06
17.06.16;2075.32
20.06.16;2071.50
21.06.16;2077.99
22.06.16;2071.22
23.06.16;2083.25
24.06.16;2088.90
27.06.16;2085.45
28.06.16;2113.32
29.06.16;2037.41
30.06.16;2000.54
01.07.16;2036.09
04.07.16;2036.09
05.07.16;2070.77
06.07.16;2098.86
07.07.16;2102.95
08.07.16;2088.55
11.07.16;2099.73
12.07.16;2097.90
13.07.16;2129.90
14.07.16;2137.16
15.07.16;2152.14
18.07.16;2152.43
19.07.16;2163.75
20.07.16;2161.74
21.07.16;2166.89
22.07.16;2163.78
25.07.16;2173.02
26.07.16;2165.17
27.07.16;2175.03
28.07.16;2168.48
29.07.16;2169.18
01.08.16;2166.58
02.08.16;2170.06
03.08.16;2173.60
04.08.16;2170.84
05.08.16;2157.03
08.08.16;2163.79
09.08.16;2164.25
10.08.16;2182.87
11.08.16;2180.89
12.08.16;2181.74
15.08.16;2175.49
16.08.16;2185.79
17.08.16;2184.05
18.08.16;2190.15
19.08.16;2178.15
22.08.16;2182.22
23.08.16;2187.02
24.08.16;2183.87
25.08.16;2182.64
26.08.16;2186.90
29.08.16;2175.44
30.08.16;2172.47
31.08.16;2169.04
01.09.16;2180.38
02.09.16;2176.12
05.09.16;2176.12
06.09.16;2170.95
07.09.16;2170.86
08.09.16;2179.98
09.09.16;2186.48
12.09.16;2186.16
13.09.16;2181.30
14.09.16;2127.81
15.09.16;2159.04
16.09.16;2127.02
19.09.16;2125.77
20.09.16;2147.26
21.09.16;2139.16
22.09.16;2139.12
23.09.16;2139.76
26.09.16;2163.12
27.09.16;2177.18
28.09.16;2164.69
29.09.16;2146.10
30.09.16;2159.93
03.10.16;2171.37
04.10.16;2151.13
05.10.16;2168.27
06.10.16;2161.20
07.10.16;2150.49
10.10.16;2159.73
11.10.16;2160.77
12.10.16;2153.74
13.10.16;2163.66
14.10.16;2136.73
17.10.16;2139.18
18.10.16;2132.55
19.10.16;2132.98
20.10.16;2126.50
21.10.16;2139.60
24.10.16;2144.29
25.10.16;2141.34
26.10.16;2141.16
27.10.16;2151.33
28.10.16;2143.16
31.10.16;2139.43
01.11.16;2133.04
02.11.16;2126.41
03.11.16;2126.15
04.11.16;2111.72
07.11.16;2097.94
08.11.16;2088.66
09.11.16;2085.18
10.11.16;2131.52
11.11.16;2139.56
14.11.16;2163.26
15.11.16;2167.48
16.11.16;2164.45
17.11.16;2164.20
18.11.16;2180.39
21.11.16;2176.94
22.11.16;2187.12
23.11.16;2181.90
24.11.16;2181.90
25.11.16;2198.18
28.11.16;2202.94
29.11.16;2204.72
30.11.16;2213.35
01.12.16;2201.72
02.12.16;2204.66
05.12.16;2198.81
06.12.16;2191.08
07.12.16;2191.95
08.12.16;2204.71
09.12.16;2212.23
12.12.16;2241.35
13.12.16;2246.19
14.12.16;2259.53
15.12.16;2256.96
16.12.16;2271.72
19.12.16;2253.28
20.12.16;2262.03
21.12.16;2258.07
22.12.16;2262.53
23.12.16;2270.76
26.12.16;2270.76
27.12.16;2265.18
28.12.16;2260.96
29.12.16;2263.79
30.12.16;2268.88
02.01.17;2268.88
03.01.17;2249.92
04.01.17;2249.26
05.01.17;2238.83
06.01.17;2257.83
09.01.17;2270.75
10.01.17;2269.00
11.01.17;2276.98
12.01.17;2268.90
13.01.17;2268.90
16.01.17;2268.90
17.01.17;2275.32
18.01.17;2270.44
19.01.17;2274.64
20.01.17;2267.89
23.01.17;2271.89
24.01.17;2263.69
25.01.17;2271.31
26.01.17;2265.20
27.01.17;2280.07
30.01.17;2298.37
31.01.17;2296.68
01.02.17;2294.69
02.02.17;2280.90
03.02.17;2278.87
06.02.17;2279.55
07.02.17;2280.85
08.02.17;2297.42
09.02.17;2292.56
10.02.17;2293.08
13.02.17;2294.67
14.02.17;2307.87
15.02.17;2316.10
16.02.17;2328.25
17.02.17;2337.58
20.02.17;2337.58
21.02.17;2349.25
22.02.17;2347.22
23.02.17;2351.16
24.02.17;2365.38
27.02.17;2362.82
28.02.17;2363.81
01.03.17;2367.34
02.03.17;2369.75
03.03.17;2363.64
06.03.17;2395.96
07.03.17;2381.92
08.03.17;2383.12
09.03.17;2375.31
10.03.17;2368.39
13.03.17;2362.98
14.03.17;2364.87
15.03.17;2372.60
16.03.17;2373.47
